"Company Name#","Primary Contact","Parent Account",Email,"Main Phone","Other Phone",Fax,Website,"Address Type","Address1 Name","Address1 Street1","Address1 Street2","Address1 Street3","Address1 City","Address1 State","Address1 Zipcode","Address1 Country","Address Phone","Address1 Shipping Method","Address1 Freight Terms",Description,Industry,"Annual Revenue","No Of Employees",Siccode,Ownership,Tickersymbol,Territory,"Relationship Type",Category,Currency,"Credit Limit",CreditHold,"Payment Terms","Price List",Owner,PreferredMethodofContact,DonotAllowEmails,DonotAllowPhoneCalls,DonotAllowMails,DonotAllowBulkEmails,DonotAllowFaxes,FollowEmailActivity,OriginatingLead,SendMarketingMaterials,PreferRedday,PreferRedTime,PreferRedService,PreferRedFacilityEquipment,PreferRedUser,SageCustomerNumber,Baynets,ConstructionSafety,House,Incordplay,IncordPlaySpecialty,MaterialHandling,Specialty,Sports,Theatre,Distributor,Enduser,Termscode,NameofBroker,ShippingContact,CarrierShipvia,CarrierAccountNumber,CarrierContact,"CRM Guid","CRM Parent Account Id","CRM Parent Account Name","Pricing Tier","Active Flag",AccountNumber,Division,Salesperson
"Mark Lucas",,,,,,,,,,RR#1,,,"Windham Centre",ON,"NOE 2AO",CAN,,"PPA INTL",00,House,,,,,,,,2,,,,,00,,House,,,,,,,,,,,,,,,70-MARK01,,,,,,,,,,,,00,,,,,,5f846dac-2429-e711-815d-e0071b6a50c1,,,,1,16724,,House
"Mark Pichora",,,,,,,,,,"3248 Leon-Brisebois",,,L'Ile-Bizard,QC,"H9C 1T6",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-MARK06,,,,,,,,,,,,00,,,,,,5c00a94c-2429-e711-815d-e0071b6a50c1,,,,1,11704,,"Robin Ritz"
"Marlin Contracting LTD.",,,,,,"(780) 849-2995",,,,"PO Box 2117",,,"Slave Lake",AB,"T0G 2A0",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-MARL01,,,,,,,,,,,,00,,,,,,b8e6a84c-2429-e711-815d-e0071b6a50c1,,,,1,12639,,"House BayNets"
"Maryland Farms Biogas Ltd.",,,,,,,,,,"22 Settlers Rd","RR #1",,Reaboro,ON,"K0L 2X0",CAN,,"PPA INTL",00,"Jen Gowac",,,,,,,,2,,,,,00,,"Jen Gowac",,,,,,,,,,,,,,,70-MARY01,,,,,,,,,,,,00,,,,,,79846dac-2429-e711-815d-e0071b6a50c1,,,,1,16728,,"Jen Gowac"
"Master Pools Alta Ltd.",,,,,,"(780) 462-2664",,,,"9319 35th Ave NW",,,Edmonton,AB,"T6E 5R5",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-MAST05,,,,,,,,,,,,00,,,,,,395f367f-2429-e711-815d-e0071b6a50c1,,,,1,16382,,"Robin Ritz"
"Material Handling Sys Canada",,,,,,,,,,"675 Progress Ave",,,Toronto,ON,"M1H 2W9",CAN,,"PPA INTL",00,"Brian Stevenson",,,,,,,,2,,,,,00,,"Brian Stevenson",,,,,,,,,,,,,,,30-MATE05,,,,,,,,,,,,00,,,,,,1d4b367f-2429-e711-815d-e0071b6a50c1,,,,1,17158,,"Brian Stevenson"
"McFadzen Holdings Limited",,,,,,"(506) 450-1232",,,,"31 Kingswood Park",,,Fredericton,NB,"E3C 2L4",CAN,,"PPA INTL",00,House,,,,,,,,2,,,,,00,,House,,,,,,,,,,,,,,,70-MCFA01,,,,,,,,,,,,00,,,,,,8b846dac-2429-e711-815d-e0071b6a50c1,,,,1,17967,,House
"McRae Tank Service",,,,,,"(604) 856-0763",,,,"PO Box 78",,,Aldergrove,BC,"V4W 2T7",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-MCRA01,,,,,,,,,,,,00,,,,,,6755367f-2429-e711-815d-e0071b6a50c1,,,,1,18601,,"House BayNets"
"Medallion Athletic Corp. - CAN",,,,,,704-660-3001,,,,"22700 Hyde Park Road",,,Ilderton,ON,"N0M 2A0",CAN,,"3RD PTY",02,"Charles Crawford",,,,,,,,2,,,,,02,,"Charles Crawford",,,,,,,,,,,,,,,60-MEDA02,,,,,,,,,,,,02,,,,,,e768367f-2429-e711-815d-e0071b6a50c1,,,,1,17806,,"Charles Crawford"
"Megatex Inc.",,,,,,"(418) 651-6755",,,,"2800, rue Dalton","Suite 1",,"Sainte- Foy",QC,"G1P 3S4",CAN,,"PPA INTL",02,"Brian Hillery",,,,,,,,2,,,,,02,,"Brian Hillery",,,,,,,,,,,,,,,10-MEGA02,,,,,,,,,,,,02,,,,,,eb4e367f-2429-e711-815d-e0071b6a50c1,,,,1,11048,,"Brian Hillery"
"Metal Art Studio",,,,,,,,,,"125 The Queens Way","Bldg 2 Suite 102",,Toronto,ON,"M8Y 1H6",CAN,,"PPD GRD",00,"Nikki Spirito",,,,,,,,2,,,,,00,,"Nikki Spirito",,,,,,,,,,,,,,,70-META02,,,,,,,,,,,,00,,,,,,97846dac-2429-e711-815d-e0071b6a50c1,,,,1,16732,,"Nikki Spirito"
"Michael Gaasenbeek",,,,,,"(519) 342-7605",,,,"700 Brookmill Place",,,Waterloo,ON,"N2V 2L9",CAN,,"PPA INTL",00,House,,,,,,,,2,,,,,00,,House,,,,,,,,,,,,,,,70-MICH23,,,,,,,,,,,,00,,,,,,a7846dac-2429-e711-815d-e0071b6a50c1,,,,1,19210,,House
"Mike Vallance",,,,,,,,,,"#1-928 Empress Ave",,,Victoria,BC,"V8T 1N9",CAN,,"PPD GRD",00,House,,,,,,,,2,,,,,00,,House,,,,,,,,,,,,,,,70-MIKE17,,,,,,,,,,,,00,,,,,,b5846dac-2429-e711-815d-e0071b6a50c1,,,,1,16736,,House
"Mirvish Productions",,,,,,,,,,"284 King St West Suite 400","Nathan Giles 416-593-0351",,Toronto,ON,"M5V 1J2",CAN,,"PPD GRD",51,"Joe Menhart",,,,,,,,2,,,,,51,,"Joe Menhart",,,,,,,,,,,,,,,15-MIRV01,,,,,,,,,,,,51,,,,,,55a1b046-2429-e711-815d-e0071b6a50c1,,,,1,14709,,"Joe Menhart"
"Modern Landfill Inc.",,,,,,,,,,"2025 Fruitbelt Parkway",,,"Niagra Falls",ON,"L2E 6S4",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-MODE02,,,,,,,,,,,,00,,,,,,bcf2a84c-2429-e711-815d-e0071b6a50c1,,,,1,12648,,"House BayNets"
"Mohawk Shared Services",,,,,,,,,,"60 Chedmac Dr.",,,Hamilton,ON,"L9C 7R6",CAN,,"PPA INTL",00,"Brian Hillery",,,,,,,,2,,,,,00,,"Brian Hillery",,,,,,,,,,,,,,,10-MOHA01,,,,,,,,,,,,00,,,,,,6f55367f-2429-e711-815d-e0071b6a50c1,,,,1,16957,,"Brian Hillery"
"Motor Coach Industries",,,,,,,,,,"1475 Clarence Avenue",,,Winnepeg,MB,"R3T 1T5",CAN,,"UPS PPD GRD",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-MOTO02,,,,,,,,,,,,00,,,,,,9955367f-2429-e711-815d-e0071b6a50c1,,,,1,16163,,"House BayNets"
"Mr. Lube #85",,,,,,,,,,"901A Kingsway Ave S.E.",,,"Medicine Hat",AB,"T1A 2X6",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-MRLU01,,,,,,,,,,,,00,,,,,,ef5c367f-2429-e711-815d-e0071b6a50c1,,,,1,15002,,"House BayNets"
"Mr Lube Nanaimo",,,,,,"(250) 741-1787",,,,"10 Terminal Ave South",,,Nanaimo,BC,"V9R 5C3",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-MRLU02,,,,,,,,,,,,00,,,,,,f15c367f-2429-e711-815d-e0071b6a50c1,,,,1,17342,,"House BayNets"
"National Ballet of Canada",,,,,,"(416) 757-6156",,,,"470 Queens Quay West",,,Toronto,ON,"M5V 3K4",CAN,,"PPA INTL",00,"Joe Menhart",,,,,,,,2,,,,,00,,"Joe Menhart",,,,,,,,,,,,,,,15-NATI17,,,,,,,,,,,,00,,,,,,caf3a84c-2429-e711-815d-e0071b6a50c1,,,,1,11146,,"Joe Menhart"
"Natural Resources Of Canada",,,,,,"(450) 652-5918",,,,"1616 Lionel-Boulet",C.P.4000,,Varennes,QC,"J3X 1S6",CAN,,"PPD GRD",00,"Jen Gowac",,,,,,,,2,,,,,00,,"Jen Gowac",,,,,,,,,,,,,,,70-NATU05,,,,,,,,,,,,00,,,,,,ff4f367f-2429-e711-815d-e0071b6a50c1,,,,1,14436,,"Jen Gowac"
"NCL Industrial Supply",,,,,,,,,,"234 Crawford St","PO Box 7235",,"S. Porkupine",ON,"P0N 1K0",CAN,,"UPS RED AT",00,"Brian Hillery",,,,,,,,2,,,,,00,,"Brian Hillery",,,,,,,,,,,,,,,10-NCLI01,,,,,,,,,,,,00,,,,,,4800a94c-2429-e711-815d-e0071b6a50c1,,,,1,11053,,"Brian Hillery"
"New Company 36",1231231234,,a@a.com,,,,,,,Main,,,City,ST,12345,CAN,,COLLECT,,,,,,,,,,2,,,,,34,,"Joe Menhart",,,,,,,,,,,,,,,00-12345,,,,,,,,,,,,,,,,,,b033411f-dd14-59fc-8f93-0be90c702938,,,5,1,20469,MTS,"Joe Menhart"
"New Holland Saskatoon",,,,,,"(306) 343-3770",,,,"1000 71st East",,,Saskatoon,SK,"S7K 3S5",CAN,,"PPA INTL",00,House,,,,,,,,2,,,,,00,,House,,,,,,,,,,,,,,,70-NEWH01,,,,,,,,,,,,00,,,,,,03856dac-2429-e711-815d-e0071b6a50c1,,,,1,17980,,House
"NGF Canada",,,,,,,,,,"255 York Rd.",,,Guelph,ON,"N1E 3G4",CAN,,"PPA INTL",00,"Brian Stevenson",,,,,,,,2,,,,,00,,"Brian Stevenson",,,,,,,,,,,,,,,30-NGFC01,,,,,,,,,,,,00,,,,,,e559367f-2429-e711-815d-e0071b6a50c1,,,,1,11265,,"Brian Stevenson"
"North American Midway Ent",,,,,,"(888) 609-6009",,,,"17 Corporate Place","Unit C",,Brantford,ON,"N3R 8A6",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,70-NORT04,,,,,,,,,,,,00,,,,,,6764367f-2429-e711-815d-e0071b6a50c1,,,,1,13281,,"Robin Ritz"
"North American Steel Equipment",,,,,,"(905) 668-5477",,,,"300 Hopkins St",,,Whitby,ON,"L1N 2B9",CAN,,"PPA INTL",00,"Jerry O'Neill",,,,,,,,2,,,,,00,,"Jerry O'Neill",,,,,,,,,,,,,,,30-NORT15,,,,,,,,,,,,00,,,,,,a54c367f-2429-e711-815d-e0071b6a50c1,,,,1,16002,,"Jerry O'Neill"
"Northern Safety",,,,,,"(705) 726-1165",,,,"417 Huronia Rd",,,Barrie,ON,"L4N 9B3",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-NORT06,,,,,,,,,,,,00,,,,,,db55367f-2429-e711-815d-e0071b6a50c1,,,,1,17347,,"House BayNets"
"Northern Timberhouse",,,,,,,,,,"PO Box 71",,,Minden,ON,"K0M 2K0",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-NORT11,,,,,,,,,,,,00,,,,,,92f4a84c-2429-e711-815d-e0071b6a50c1,,,,1,11715,,"Robin Ritz"
"Oil Changers Inc",,,,,,"(613) 225-0704",,,,13-2285A,"St. Laurent Blvd",,Ottawa,ON,"K1G 4Z4",CAN,,"COLLECT UPS",00,"Joe Menhart",,,,,,,,2,,,,,00,,"Joe Menhart",,,,,,,,,,,,,,,40-OILC04,,,,,,,,,,,,00,,,,,,f2f6a84c-2429-e711-815d-e0071b6a50c1,,,,1,13861,,"Joe Menhart"
"Oilcheck Investments Inc",,,,,,"(250) 475-1810",,,,"3436 Saanich Rd",,,Victoria,BC,"V8X 1W7",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-OILC01,,,,,,,,,,,,00,,,,,,a54a367f-2429-e711-815d-e0071b6a50c1,,,,1,12658,,"House BayNets"
"Oleg Besedin",,,,,,,,,,"201 Station Blvd.","Unit 9",,Ottawa,ON,"K1G 6N9",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,70-OLEG01,,,,,,,,,,,,00,,,,,,35856dac-2429-e711-815d-e0071b6a50c1,,,,1,16763,,"Robin Ritz"
"Ontario Limited o/s Jiffy Lube",,,,,,"(519) 681-5658",,,,"500 Oxford St W",,,London,ON,"N6H 1T5",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-ONTA01,,,,,,,,,,,,00,,,,,,0956367f-2429-e711-815d-e0071b6a50c1,,,,1,16173,,"House BayNets"
"Ontario Power Generation",,,,,,"(905) 697-7302",,,,"Holt Rd",,,Bowmanville,ON,"L1C 3Z8",CAN,," *SEE NOTE",00,"Brian Hillery",,,,,,,,2,,,,,00,,"Brian Hillery",,,,,,,,,,,,,,,10-ONTA01,,,,,,,,,,,,00,,,,,,3ef1a84c-2429-e711-815d-e0071b6a50c1,,,,1,13472,,"Brian Hillery"
"Ontario Redimix",,,,,,"(905) 693-2047",,,,"105 Steeles Ave East",,,Milton,ON,"L9T 4K6",CAN,,"UPS PPD GRD",00,"Joe Menhart",,,,,,,,2,,,,,00,,"Joe Menhart",,,,,,,,,,,,,,,40-ONTA02,,,,,,,,,,,,00,,,,,,0f56367f-2429-e711-815d-e0071b6a50c1,,,,1,17352,,"Joe Menhart"
"Ontario Sewing Service",,,,,,,,,,"43 Brighton Road",,,,ON,L4M6S4,CAN,,100000000,,,,,,,,,,3,,,,,2,,,,,,,,,,,,,,,,,ONTA01,,,,,,,,,,,,,,,,,,cdaee0aa-2f29-e711-8112-e0071b6aa201,,,,1,10364,,
"Oxford Builders Supplies",,,,,,"(403) 279-4219",,,,"9616 48 St. SE",,,Calgary,AB,"T2C 2R2",CAN,,"PPA INTL",00,"Brian Hillery",,,,,,,,2,,,,,00,,"Brian Hillery",,,,,,,,,,,,,,,10-OXFO01,,,,,,,,,,,,00,,,,,,00faa84c-2429-e711-815d-e0071b6a50c1,,,,1,15790,,"Brian Hillery"
"Pacer Corp",,,,,,,,,,"1105 - 7th Ave SW",,,Calgary,AB,"T2P 1B2",CAN,,"UPS PPD GRD",50,"Joe Menhart",,,,,,,,2,,,,,50,,"Joe Menhart",,,,,,,,,,,,,,,40-PACE02,,,,,,,,,,,,50,,,,,,1956367f-2429-e711-815d-e0071b6a50c1,,,,1,16174,,"Joe Menhart"
"Pacline Corporation",,,,,,"(905) 858-2333",,,,"5890 Shawson Dr",,,Mississauga,ON,"L4W 3W5",CAN,,"3RD PTY",02,"Jerry O'Neill",,,,,,,,2,,,,,02,,"Jerry O'Neill",,,,,,,,,,,,,,,30-PACL01,,,,,,,,,,,,02,,,,,,7ce9a84c-2429-e711-815d-e0071b6a50c1,,,,1,13664,,"Jerry O'Neill"
"Paramount Parts Inc.",,,,,,"(780) 790-0365",,,,"36 Riedel St.",,,"Fort McMurray",AB,"T9H 3E1",CAN,,"PPD GRD",00,"Brian Hillery",,,,,,,,2,,,,,00,,"Brian Hillery",,,,,,,,,,,,,,,10-PARA08,,,,,,,,,,,,00,,,,,,0afaa84c-2429-e711-815d-e0071b6a50c1,,,,1,15791,,"Brian Hillery"
"PARCS Ltd",,,,,,"(519) 571-2085",,,,"409 Harmony Rd",,,Ayr,ON,"N0B 1E0",CAN,,"PPA INTL",02,"Robin Ritz",,,,,,,,2,,,,,02,,"Robin Ritz",,,,,,,,,,,,,,,50-PARC02,,,,,,,,,,,,02,,,,,,ff5f367f-2429-e711-815d-e0071b6a50c1,,,,1,16405,,"Robin Ritz"
"Paris Equipment Mfg. Ltd.",,,,,,"(519) 442-2668",,,,"DO NOT USE, USE PARI02","21 Scott Avenue","PO Box 70",Paris,ON,"N3L 3E5",CAN,,"3RD PTY",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-LEYS01,,,,,,,,,,,,00,,,,,,61a0b046-2429-e711-815d-e0071b6a50c1,,,,1,12896,,"Robin Ritz"
"Paris Equipment Mfg. Ltd.",,,,,,"(519) 442-2668",,,,"PO Box 70","21 Scott Avenue",,Paris,ON,"N3L 3E5",CAN,,"3RD PTY",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-PARI02,,,,,,,,,,,,00,,,,,,0360367f-2429-e711-815d-e0071b6a50c1,,,,1,17641,,"Robin Ritz"
"PCL Construction",,,,,,,,,,"5400 99 Street",,,Edmonton,AB,"T6E 3N7",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-PCLC01,,,,,,,,,,,,00,,,,,,dfa2b046-2429-e711-815d-e0071b6a50c1,,,,1,11478,,"House BayNets"
"Pennzoil Ajax",,,,,,,,,,"195 Westney Rd S Unit 7",,,Ajax,ON,"L1S 2C9",CAN,,"UPS PPA INTL",00,"Joe Menhart",,,,,,,,2,,,,,00,,"Joe Menhart",,,,,,,,,,,,,,,40-PENN09,,,,,,,,,,,,00,,,,,,e9a5b046-2429-e711-815d-e0071b6a50c1,,,,1,11479,,"Joe Menhart"
"Penske Truck Leasing",,,,,,,,,,"1610 Enterprise Rd",,,Mississauga,ON,"L4W 4L4",CAN,,"UPS PPD GRD",00,"Joe Menhart",,,,,,,,2,,,,,00,,"Joe Menhart",,,,,,,,,,,,,,,40-PENS57,,,,,,,,,,,,00,,,,,,8356367f-2429-e711-815d-e0071b6a50c1,,,,1,19793,,"Joe Menhart"
"Peter Heron",,,,,,,,,,"56 Bagot St.",,,Brooklyn,ON,"L1M 1A1",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,70-PETE12,,,,,,,,,,,,00,,,,,,96e5a84c-2429-e711-815d-e0071b6a50c1,,,,1,19236,,"Robin Ritz"
"Peter Pubbin",,,,,,,,,,"Tap Master","20175 Township Rd 262",,Calgary,AB,"T3P 1A3",CAN,,"PPA INTL",00,House,,,,,,,,2,,,,,00,,House,,,,,,,,,,,,,,,70-PETE07,,,,,,,,,,,,00,,,,,,61856dac-2429-e711-815d-e0071b6a50c1,,,,1,16771,,House
"Pickering Soccer Centre",,,,,,,,,,"1975 Clements Rd.",,,Pickering,ON,"L1W 4C2",CAN,,"PPD GRD",00,"Charles Crawford",,,,,,,,2,,,,,00,,"Charles Crawford",,,,,,,,,,,,,,,60-PICK01,,,,,,,,,,,,00,,,,,,4569367f-2429-e711-815d-e0071b6a50c1,,,,1,20215,,"Charles Crawford"
"Pirouette et Girouette Inc.",,,,,,,,,,"33 Boul Hotel Ville",,,Val'dor,QC,"J9P 5A9",CAN,,,00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-PIRO01,,,,,,,,,,,,00,,,,,,7360367f-2429-e711-815d-e0071b6a50c1,,,,1,17656,,"Robin Ritz"
"Premier Horticulture",,,,,,"(403) 556-6433",,,,"I-4803 60th St.",,,Olds,AB,"T4H 1V1",CAN,,"PPA INTL",00,"Brian Hillery",,,,,,,,2,,,,,00,,"Brian Hillery",,,,,,,,,,,,,,,10-PREM06,,,,,,,,,,,,00,,,,,,e755367f-2429-e711-815d-e0071b6a50c1,,,,1,18203,,"Brian Hillery"
"Prime Play by Whitewater",,,,,,"(604) 232-4605",,,,"6700 McMillan Way",,,Richmond,BC,"V6W 1J7",CAN,,"*SEE NOTE",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-PRIM01,,,,,,,,,,,,00,,,,,,6963367f-2429-e711-815d-e0071b6a50c1,,,,1,16423,,"Robin Ritz"
"Prime Play by Whitwater",,,,,,,,,,"6680 McMillan Way",,,,,,CAN,,100000000,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,ARPRIM,,,,,,,,,,,,,,,,,,25ace0aa-2f29-e711-8112-e0071b6aa201,,,,1,10032,,
"Prisme Equipments Canada Inc",,,,,,,,,,"2365 rue Michelin",,,Laval,QC,"H7L 5B9",CAN,,"PPA INTL",02,"Robin Ritz",,,,,,,,2,,,,,02,,"Robin Ritz",,,,,,,,,,,,,,,50-PRIS01,,,,,,,,,,,,02,,,,,,dd48367f-2429-e711-815d-e0071b6a50c1,,,,1,15266,,"Robin Ritz"
"Pro-Line Manufacturing Inc.",,,,,,"(403) 885-2742",,,,"Box 535",,,Blackfalds,AB,"T0M 0J0",CAN,,"3RD PTY",00,"Brian Hillery",,,,,,,,2,,,,,00,,"Brian Hillery",,,,,,,,,,,,,,,10-PROL02,,,,,,,,,,,,00,,,,,,e955367f-2429-e711-815d-e0071b6a50c1,,,,1,16977,,"Brian Hillery"
Proludik,,,,,,,,,,"2500 Rue Jean-Perrin","Suite 103",,Quebec,QC,"G2C 1X1",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-PROL04,,,,,,,,,,,,00,,,,,,2d60367f-2429-e711-815d-e0071b6a50c1,,,,1,12947,,"Robin Ritz"
"Pro Mark",,,,,,"(519) 621-1972",,,,"101 Sheldon Dr","Unit 1",,Cambridge,ON,"N1R 6T6",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-PROM02,,,,,,,,,,,,00,,,,,,f7a2b046-2429-e711-815d-e0071b6a50c1,,,,1,15051,,"House BayNets"
"Pro-Metal Plus Inc.",,,,,,"(418) 286-6298",,,,"12, boul. des Sources",,,Deschambault,QC,"G0A 1S0",CAN,,"PPD GRD",00,"Jerry O'Neill",,,,,,,,2,,,,,00,,"Jerry O'Neill",,,,,,,,,,,,,,,30-PROM02,,,,,,,,,,,,00,,,,,,58eda84c-2429-e711-815d-e0071b6a50c1,,,,1,13674,,"Jerry O'Neill"
"Pro Oil Change",,,,,,,,,,"14789 57A Ave",,,Surrey,BC,"V3S 3B7",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-PROO01,,,,,,,,,,,,00,,,,,,26eda84c-2429-e711-815d-e0071b6a50c1,,,,1,13881,,"House BayNets"
"Protek Industries Ltd.",,,,,,,,,,"152 Glencoe Dr.",,,"Mount Pearl",NL,"A1N 4S9",CAN,,"PPA INTL",00,"Brian Hillery",,,,,,,,2,,,,,00,,"Brian Hillery",,,,,,,,,,,,,,,10-PROT01,,,,,,,,,,,,00,,,,,,fba3b046-2429-e711-815d-e0071b6a50c1,,,,1,13479,,"Brian Hillery"
"Pryor Metals",,,,,,"(613) 822-0489",,,,"2623 Fenton Rd",,,Ottawa,ON,"K4B 1J1",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-PRYO01,,,,,,,,,,,,00,,,,,,b960367f-2429-e711-815d-e0071b6a50c1,,,,1,16426,,"Robin Ritz"
"RAC Group",,,,,,,,,,"3011 23 Street NE",,,Calgary,AB,"T2E 7A4",CAN,,"PPA INTL",02,House,,,,,,,,2,,,,,02,,House,,,,,,,,,,,,,,,70-RACG01,,,,,,,,,,,,02,,,,,,89856dac-2429-e711-815d-e0071b6a50c1,,,,1,18001,,House
"Rampage City Paintball",,,,,,,,,,"4839-47 Street S.E.",,,Calgary,AB,"T2B 3S5",CAN,,"PPA INTL",00,House,,,,,,,,2,,,,,00,,House,,,,,,,,,,,,,,,70-RAMP02,,,,,,,,,,,,00,,,,,,8d856dac-2429-e711-815d-e0071b6a50c1,,,,1,16775,,House
"Rayonex Inc.",,,,,,"(514) 336-0227",,,,"1200 rue Tremblay",,,St-Hubert,QC,"J3Y 4B6",CAN,,"3RD PTY",02,"Jerry O'Neill",,,,,,,,2,,,,,02,,"Jerry O'Neill",,,,,,,,,,,,,,,30-RAYO01,,,,,,,,,,,,02,,,,,,8b4d367f-2429-e711-815d-e0071b6a50c1,,,,1,19631,,"Jerry O'Neill"
"Rayonnage Camrack Inc.",,,,,,,,,,"3112 Bernard Pilon",,,Saint-Mathieu-De-Bel,QC,"J3G 4S5",CAN,,"PPA INTL",00,"Jerry O'Neill",,,,,,,,2,,,,,00,,"Jerry O'Neill",,,,,,,,,,,,,,,30-RAYO02,,,,,,,,,,,,00,,,,,,27a2b046-2429-e711-815d-e0071b6a50c1,,,,1,11280,,"Jerry O'Neill"
"Razor Management, Inc.",,,,,,,,,,"17 Longboat Ave",,,Toronto,ON,"M5A 4C9",CAN,,"PPD GRD",00,"Charles Crawford",,,,,,,,2,,,,,00,,"Charles Crawford",,,,,,,,,,,,,,,60-RAZO01,,,,,,,,,,,,00,,,,,,07a7b046-2429-e711-815d-e0071b6a50c1,,,,1,13127,,"Charles Crawford"
"Rebecca Sedore",,,,,,,,,,"219 East St",,,Napanee,ON,"K7R 1S9",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-REBE02,,,,,,,,,,,,00,,,,,,d960367f-2429-e711-815d-e0071b6a50c1,,,,1,16427,,"Robin Ritz"
"Red Deer Catholic Reg Div. 39",,,,,,"(403) 309-8803",,,,"133-37428 Range Rd. 273",,,"Red Deer County",AB,"T4E OA1",CAN,,"PPA INTL",00,"House BayNets",,,,,,,,2,,,,,00,,"House BayNets",,,,,,,,,,,,,,,40-REDD01,,,,,,,,,,,,00,,,,,,3557367f-2429-e711-815d-e0071b6a50c1,,,,1,19816,,"House BayNets"
"Remote Access Technology Inc.",,,,,,"(902) 463-2053",,,,"61 Atlantic St.",,,Dartmouth,NS,"B2Y 4P4",CAN,,"PPA INTL",00,"Brian Hillery",,,,,,,,2,,,,,00,,"Brian Hillery",,,,,,,,,,,,,,,10-REMO01,,,,,,,,,,,,00,,,,,,8cfea84c-2429-e711-815d-e0071b6a50c1,,,,1,13486,,"Brian Hillery"
"Richard Cote",,,,,,,,,,"252 Range 3 East",,,Stoke,QU,"J0B 3G0",CAN,,"PPA INTL",00,"Robin Ritz",,,,,,,,2,,,,,00,,"Robin Ritz",,,,,,,,,,,,,,,50-RICH04,,,,,,,,,,,,00,,,,,,f95d367f-2429-e711-815d-e0071b6a50c1,,,,1,11738,,"Robin Ritz"
"Rigid Robotics Inc",,,,,,"(888) 731-8792",,,,"2386 East Mall, Suite 211",,,Vancouver,BC,"V6T 1Z3",CAN,,"PPA INTL",00,"Charles Crawford",,,,,,,,2,,,,,00,,"Charles Crawford",,,,,,,,,,,,,,,60-RIGI01,,,,,,,,,,,,00,,,,,,6562367f-2429-e711-815d-e0071b6a50c1,,,,1,13131,,"Charles Crawford"
"Rigid Robotics Inc",,,,,,"(888) 731-8792",,,,"2386 East Mall, Suite 211",,,Vancouver,BC,"V6T 1Z3",CAN,,"PPA INTL",00,"Charles Crawford",,,,,,,,2,,,,,00,,"Charles Crawford",,,,,,,,,,,,,,,60-RIDI01,,,,,,,,,,,,00,,,,,,7969367f-2429-e711-815d-e0071b6a50c1,,,,1,17824,,"Charles Crawford"
